iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,risk_level
CZE,Europe,Czechia,2020-03-31,2683.0,0.0,232.0,17.0,0.0,2.429,251.377,0.0,21.737,1.593,0.0,0.228,1.42,82.0,7.814,322.0,30.684,53.0,5.051,309.0,29.445,,,,,,,,,,,,,,,,,,,,,,,82.41,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,,Medium
SVN,Europe,Slovenia,2020-03-31,757.0,0.0,45.0,13.0,0.0,1.571,357.881,0.0,21.274,6.146,0.0,0.743,1.11,28.0,13.209,110.0,51.891,,,,,23762.0,1288.0,11.212,0.608,1093.0,0.516,0.043,23.3,tests performed,,,,,,,,,,,,,,89.81,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,2119843,,,,,High
MYS,Asia,Malaysia,2020-04-01,2320.0,0.0,162.429,27.0,0.0,2.429,66.867,0.0,4.682,0.778,0.0,0.07,1.2,96.0,2.829,1705.0,50.238,,,897.0,26.43,92710.0,7044.0,2.761,0.21,5713.0,0.17,0.0278,36.0,people tested,,,,,,,,,,,,,,78.7,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,33938216,,,,,Low
AUT,Europe,Austria,2020-04-01,4946.0,0.0,544.857,66.0,0.0,7.286,545.634,0.0,60.108,7.281,0.0,0.804,1.17,215.0,24.05,1071.0,119.804,,,,,16834.0,,1.887,,,,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,,High
CAN,North America,Canada,2020-04-01,4675.0,0.0,529.143,35.0,0.0,3.429,120.424,0.0,13.63,0.902,0.0,0.088,1.69,36.0,0.936,820.0,21.324,,,,,192339.0,14021.0,5.041,0.367,12972.0,0.34,0.0821,12.2,tests performed,,,,,,,,,,,,,,76.39,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328,,,,,Low
AUS,Oceania,Australia,2020-04-01,3809.0,0.0,389.714,16.0,0.0,1.0,145.376,0.0,14.874,0.611,0.0,0.038,1.09,86.0,3.285,441.0,16.847,,,,,256818.0,11889.0,9.908,0.459,12626.0,0.487,0.0283,35.4,tests performed,,,,,,,,,,,,,,71.3,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,26177410,,,,,Low
SVN,Europe,Slovenia,2020-04-01,757.0,0.0,45.0,13.0,0.0,1.571,357.881,0.0,21.274,6.146,0.0,0.743,1.07,31.0,14.624,109.0,51.419,,,,,24857.0,1095.0,11.728,0.517,1080.0,0.51,0.044,22.7,tests performed,,,,,,,,,,,,,,89.81,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,2119843,,,,,High
PRT,Europe,Portugal,2020-04-01,5449.0,0.0,532.286,150.0,0.0,17.714,523.084,0.0,51.097,14.399,0.0,1.701,1.71,230.0,22.393,726.0,70.685,,,,,88696.0,8650.0,8.62,0.841,7304.0,0.71,0.1028,9.7,tests performed,,,,,,,,,,,,,,82.41,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,10270857,,,,,High
FIN,Europe,Finland,2020-04-01,2683.0,0.0,157.857,124.0,0.0,8.857,481.748,0.0,28.344,22.265,0.0,1.59,1.33,62.0,11.19,159.0,28.697,,,,,25135.0,1611.0,4.54,0.291,1351.0,0.244,0.08,12.5,tests performed,,,,,,,,,,,,,,71.3,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,,,,,High
SRB,Europe,Serbia,2020-04-01,659.0,0.0,69.714,10.0,0.0,1.286,97.037,0.0,10.265,1.472,0.0,0.189,1.97,72.0,10.478,648.0,94.302,,,,,4371.0,810.0,0.636,0.118,459.0,0.067,0.2104,4.8,people tested,,,,,,,,,,,,,,100.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,6871547,,,,,Medium
CZE,Europe,Czechia,2020-04-01,2683.0,0.0,232.0,17.0,0.0,2.429,251.377,0.0,21.737,1.593,0.0,0.228,1.35,88.0,8.386,345.0,32.876,50.0,4.765,302.0,28.778,,,,,,,,,,,,,,,,,,,,,,,82.41,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,,Medium
OWID_SCT,Europe,Scotland,2020-04-01,,,,,,,,,,,,,,147.0,26.894,815.0,149.104,,,1196.0,218.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5466000,,,,,High
CYP,Europe,Cyprus,2020-04-01,179.0,0.0,13.571,5.0,0.0,0.714,134.447,0.0,10.194,3.756,0.0,0.537,1.25,11.0,12.277,54.0,60.267,,,,,8176.0,779.0,9.125,0.869,,,,,tests performed,,,,,,,,,,,,,,92.59,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,,,,,High
SWE,Europe,Sweden,2020-04-01,3664.0,0.0,256.429,201.0,0.0,23.286,349.374,0.0,24.451,19.166,0.0,2.22,1.5,311.0,29.48,1099.0,104.177,,,,,,,,,,,,,,,,,,,,,,,,,,,64.81,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,10549349,,,,,High
SVK,Europe,Slovakia,2020-04-01,314.0,0.0,19.429,0.0,0.0,0.0,57.371,0.0,3.55,0.0,0.0,0.0,1.27,4.0,0.709,34.0,6.025,,,,,10288.0,1191.0,1.889,0.219,791.0,0.145,0.036,27.8,tests performed,,,,,,,,,,,,,,75.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,5643455,,,,,Low
OWID_NIR,Europe,Northern Ireland,2020-04-01,,,,,,,,,,,,,,46.0,24.262,74.0,39.03,,,81.0,42.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896000,,,,,High
SVK,Europe,Slovakia,2020-04-02,314.0,0.0,19.429,0.0,0.0,0.0,57.371,0.0,3.55,0.0,0.0,0.0,1.26,4.0,0.709,39.0,6.911,,,,,11742.0,1454.0,2.155,0.267,868.0,0.159,0.03,33.3,tests performed,,,,,,,,,,,,,,75.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,5643455,,,,,Low
CAN,North America,Canada,2020-04-02,4675.0,0.0,529.143,35.0,0.0,3.429,120.424,0.0,13.63,0.902,0.0,0.088,1.64,124.0,3.225,636.0,16.539,,,,,208760.0,16421.0,5.471,0.43,13759.0,0.361,0.0855,11.7,tests performed,,,,,,,,,,,,,,76.39,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328,,,,,Low
AUT,Europe,Austria,2020-04-02,4946.0,0.0,544.857,66.0,0.0,7.286,545.634,0.0,60.108,7.281,0.0,0.804,1.06,219.0,24.498,1042.0,116.56,,,,,92190.0,75356.0,10.333,8.446,,,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,,High
DNK,Europe,Denmark,2020-04-02,2201.0,0.0,125.0,65.0,0.0,6.286,372.868,0.0,21.176,11.012,0.0,1.065,1.38,153.0,26.01,527.0,89.591,,,472.0,80.241,39211.0,5749.0,6.698,0.982,2933.0,0.501,0.0735,13.6,tests performed,,,,,,,,,,,,,,72.22,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,,High
GBR,Europe,United Kingdom,2020-04-02,23781.0,0.0,2292.286,2489.0,0.0,286.429,348.801,0.0,33.621,36.507,0.0,4.201,1.59,1813.0,26.856,13650.0,202.195,,,,,182047.0,14949.0,2.706,0.222,,,,,tests performed,,,,,,,,,,,,,,79.63,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936,,,,,High
OWID_ENG,Europe,England,2020-04-02,,,,,,,,,,,,,,1494.0,26.419,12135.0,214.589,,,17285.0,305.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56550000,,,,,High
FIN,Europe,Finland,2020-04-02,2683.0,0.0,157.857,124.0,0.0,8.857,481.748,0.0,28.344,22.265,0.0,1.59,1.33,65.0,11.731,160.0,28.877,,,,,27466.0,2331.0,4.961,0.421,1422.0,0.257,0.081,12.3,tests performed,,,,,,,,,,,,,,71.3,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,,,,,High
CZE,Europe,Czechia,2020-04-02,2683.0,0.0,232.0,17.0,0.0,2.429,251.377,0.0,21.737,1.593,0.0,0.228,1.3,87.0,8.29,351.0,33.448,49.0,4.669,289.0,27.54,,,,,,,,,,,,,,,,,,,,,,,74.07,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,,Medium
SVN,Europe,Slovenia,2020-04-02,757.0,0.0,45.0,13.0,0.0,1.571,357.881,0.0,21.274,6.146,0.0,0.743,1.03,30.0,14.152,108.0,50.947,,,,,25921.0,1064.0,12.23,0.502,1079.0,0.509,0.041,24.4,tests performed,,,,,,,,,,,,,,89.81,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,2119843,,,,,High
AUS,Oceania,Australia,2020-04-02,3809.0,0.0,389.714,16.0,0.0,1.0,145.376,0.0,14.874,0.611,0.0,0.038,0.98,92.0,3.514,415.0,15.853,,,,,267098.0,10280.0,10.304,0.397,12451.0,0.48,0.0265,37.8,tests performed,,,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,26177410,,,,,Low
OWID_NIR,Europe,Northern Ireland,2020-04-02,,,,,,,,,,,,,,47.0,24.789,80.0,42.194,,,91.0,47.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896000,,,,,High
CYP,Europe,Cyprus,2020-04-02,179.0,0.0,13.571,5.0,0.0,0.714,134.447,0.0,10.194,3.756,0.0,0.537,1.24,9.0,10.045,51.0,56.919,,,,,8779.0,603.0,9.798,0.673,,,,,tests performed,,,,,,,,,,,,,,92.59,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,,,,,Medium
SRB,Europe,Serbia,2020-04-02,659.0,0.0,69.714,10.0,0.0,1.286,97.037,0.0,10.265,1.472,0.0,0.189,1.97,81.0,11.788,783.0,113.948,,,,,5008.0,637.0,0.729,0.093,507.0,0.074,0.2218,4.5,people tested,,,,,,,,,,,,,,100.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,6871547,,,,,High
PRT,Europe,Portugal,2020-04-02,5449.0,0.0,532.286,150.0,0.0,17.714,523.084,0.0,51.097,14.399,0.0,1.701,1.63,240.0,23.367,1042.0,101.452,,,,,97995.0,9299.0,9.523,0.904,7676.0,0.746,0.1022,9.8,tests performed,,,,,,,,,,,,,,82.41,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,10270857,,,,,High
MYS,Asia,Malaysia,2020-04-02,2320.0,0.0,162.429,27.0,0.0,2.429,66.867,0.0,4.682,0.778,0.0,0.07,1.18,93.0,2.74,1672.0,49.266,,,935.0,27.55,99266.0,6556.0,2.957,0.195,6096.0,0.182,0.0254,39.3,people tested,,,,,,,,,,,,,,78.7,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,33938216,,,,,Low
OWID_SCT,Europe,Scotland,2020-04-02,,,,,,,,,,,,,,162.0,29.638,910.0,166.484,,,1208.0,221.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5466000,,,,,High
CAN,North America,Canada,2020-04-03,4675.0,0.0,529.143,35.0,0.0,3.429,120.424,0.0,13.63,0.902,0.0,0.088,1.58,125.0,3.251,674.0,17.527,,,,,223618.0,14858.0,5.861,0.389,14136.0,0.37,0.0879,11.4,tests performed,,,,,,,,,,,,,,76.39,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328,,,,,Low
SVN,Europe,Slovenia,2020-04-03,757.0,0.0,45.0,13.0,0.0,1.571,357.881,0.0,21.274,6.146,0.0,0.743,0.97,30.0,14.152,114.0,53.778,,,,,27109.0,1188.0,12.791,0.561,1051.0,0.496,0.041,24.4,tests performed,,,,,,,,,,,,,,89.81,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,2119843,,,,,High
PRT,Europe,Portugal,2020-04-03,5449.0,0.0,532.286,150.0,0.0,17.714,523.084,0.0,51.097,14.399,0.0,1.701,1.57,245.0,23.854,1058.0,103.01,,,,,107474.0,9479.0,10.444,0.921,7900.0,0.768,0.1016,9.8,tests performed,,,,,,,,,,,,,,82.41,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,10270857,,,,,High
CYP,Europe,Cyprus,2020-04-03,179.0,0.0,13.571,5.0,0.0,0.714,134.447,0.0,10.194,3.756,0.0,0.537,1.22,12.0,13.393,55.0,61.383,,,,,9447.0,668.0,10.543,0.746,,,,,tests performed,,,,,,,,,,,,,,92.59,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,,,,,High
DNK,Europe,Denmark,2020-04-03,2201.0,0.0,125.0,65.0,0.0,6.286,372.868,0.0,21.176,11.012,0.0,1.065,1.36,143.0,24.31,511.0,86.871,,,457.0,77.691,45826.0,6615.0,7.828,1.13,3576.0,0.611,0.0684,14.6,tests performed,,,,,,,,,,,,,,72.22,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,,High
FIN,Europe,Finland,2020-04-03,2683.0,0.0,157.857,124.0,0.0,8.857,481.748,0.0,28.344,22.265,0.0,1.59,1.33,72.0,12.995,180.0,32.487,,,,,29157.0,1691.0,5.267,0.305,1377.0,0.249,0.094,10.6,tests performed,,,,,,,,,,,,,,71.3,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,,,,,High
AUT,Europe,Austria,2020-04-03,4946.0,0.0,544.857,66.0,0.0,7.286,545.634,0.0,60.108,7.281,0.0,0.804,0.97,245.0,27.406,1074.0,120.139,,,,,98343.0,6153.0,11.022,0.69,,,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,,High
CZE,Europe,Czechia,2020-04-03,2683.0,0.0,232.0,17.0,0.0,2.429,251.377,0.0,21.737,1.593,0.0,0.228,1.25,94.0,8.958,375.0,35.735,54.0,5.146,295.0,28.111,,,,,,,,,,,,,,,,,,,,,,,74.07,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,,Medium
SRB,Europe,Serbia,2020-04-03,659.0,0.0,69.714,10.0,0.0,1.286,97.037,0.0,10.265,1.472,0.0,0.189,1.95,81.0,11.788,874.0,127.191,,,,,5756.0,748.0,0.838,0.109,577.0,0.084,0.2523,4.0,people tested,,,,,,,,,,,,,,100.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,6871547,,,,,High
AUS,Oceania,Australia,2020-04-03,3809.0,0.0,389.714,16.0,0.0,1.0,145.376,0.0,14.874,0.611,0.0,0.038,0.87,93.0,3.553,457.0,17.458,,,,,277847.0,10749.0,10.719,0.415,12148.0,0.469,0.0257,38.9,tests performed,,,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,26177410,,,,,Low
MYS,Asia,Malaysia,2020-04-03,2320.0,0.0,162.429,27.0,0.0,2.429,66.867,0.0,4.682,0.778,0.0,0.07,1.14,87.0,2.563,1721.0,50.71,,,997.0,29.377,107484.0,8218.0,3.201,0.245,6336.0,0.189,0.0264,37.8,people tested,,,,,,,,,,,,,,78.7,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,33938216,,,,,Low
OWID_NIR,Europe,Northern Ireland,2020-04-03,,,,,,,,,,,,,,46.0,24.262,87.0,45.886,,,99.0,52.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896000,,,,,High
SVK,Europe,Slovakia,2020-04-03,314.0,0.0,19.429,0.0,0.0,0.0,57.371,0.0,3.55,0.0,0.0,0.0,1.27,4.0,0.709,35.0,6.202,,,,,13631.0,1889.0,2.502,0.347,1031.0,0.189,0.025,40.0,tests performed,,,,,,,,,,,,,,75.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,5643455,,,,,Low
AUS,Oceania,Australia,2020-04-04,3809.0,0.0,389.714,16.0,0.0,1.0,145.376,0.0,14.874,0.611,0.0,0.038,0.78,95.0,3.629,490.0,18.718,,,,,287457.0,9610.0,11.09,0.371,11055.0,0.426,0.0247,40.5,tests performed,,,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,26177410,,,,,Low
CZE,Europe,Czechia,2020-04-04,2683.0,0.0,232.0,17.0,0.0,2.429,251.377,0.0,21.737,1.593,0.0,0.228,1.2,90.0,8.576,365.0,34.782,46.0,4.383,275.0,26.205,,,,,,,,,,,,,,,,,,,,,,,74.07,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,,Medium
CYP,Europe,Cyprus,2020-04-04,179.0,0.0,13.571,5.0,0.0,0.714,134.447,0.0,10.194,3.756,0.0,0.537,1.18,11.0,12.277,56.0,62.5,,,,,10145.0,698.0,11.322,0.779,604.0,0.674,0.0553,18.1,tests performed,,,,,,,,,,,,,,92.59,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,,,,,High
SRB,Europe,Serbia,2020-04-04,659.0,0.0,69.714,10.0,0.0,1.286,97.037,0.0,10.265,1.472,0.0,0.189,1.86,89.0,12.952,1046.0,152.222,,,,,6401.0,645.0,0.932,0.094,616.0,0.09,0.2238,4.5,people tested,,,,,,,,,,,,,,100.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,6871547,,,,,High
FIN,Europe,Finland,2020-04-04,2683.0,0.0,157.857,124.0,0.0,8.857,481.748,0.0,28.344,22.265,0.0,1.59,1.31,73.0,13.175,187.0,33.75,,,,,32381.0,3224.0,5.849,0.582,1666.0,0.301,0.078,12.8,tests performed,,,,,,,,,,,,,,71.3,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,,,,,High
SVK,Europe,Slovakia,2020-04-04,314.0,0.0,19.429,0.0,0.0,0.0,57.371,0.0,3.55,0.0,0.0,0.0,1.28,5.0,0.886,38.0,6.733,,,,,15155.0,1524.0,2.782,0.28,1146.0,0.21,0.021,47.6,tests performed,,,,,,,,,,,,,,75.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,5643455,,,,,Low
MYS,Asia,Malaysia,2020-04-04,2320.0,0.0,162.429,27.0,0.0,2.429,66.867,0.0,4.682,0.778,0.0,0.07,1.09,87.0,2.563,1730.0,50.975,,,1016.0,29.937,116425.0,8941.0,3.468,0.266,6855.0,0.204,0.0242,41.3,people tested,,,,,,,,,,,,,,78.7,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,33938216,,,,,Low
SVN,Europe,Slovenia,2020-04-04,757.0,0.0,45.0,13.0,0.0,1.571,357.881,0.0,21.274,6.146,0.0,0.743,0.94,32.0,15.095,109.0,51.419,,,,,27764.0,655.0,13.1,0.309,1002.0,0.473,0.039,25.6,tests performed,,,,,,,,,,,,,,89.81,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,2119843,,,,,High
PRT,Europe,Portugal,2020-04-04,5449.0,0.0,532.286,150.0,0.0,17.714,523.084,0.0,51.097,14.399,0.0,1.701,1.52,251.0,24.438,1075.0,104.665,,,,,116632.0,9158.0,11.334,0.89,8224.0,0.799,0.093,10.8,tests performed,,,,,,,,,,,,,,82.41,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,10270857,,,,,High
OWID_NIR,Europe,Northern Ireland,2020-04-04,,,,,,,,,,,,,,45.0,23.734,97.0,51.16,,,106.0,55.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896000,,,,,High
CAN,North America,Canada,2020-04-04,4675.0,0.0,529.143,35.0,0.0,3.429,120.424,0.0,13.63,0.902,0.0,0.088,1.53,126.0,3.277,747.0,19.426,,,,,238679.0,15061.0,6.256,0.395,14504.0,0.38,0.0896,11.2,tests performed,,,,,,,,,,,,,,74.54,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328,,,,,Low
AUT,Europe,Austria,2020-04-04,4946.0,0.0,544.857,66.0,0.0,7.286,545.634,0.0,60.108,7.281,0.0,0.804,0.89,245.0,27.406,1071.0,119.804,,,,,104134.0,5791.0,11.671,0.649,,,,,tests performed,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,,,,,High
DNK,Europe,Denmark,2020-04-04,2201.0,0.0,125.0,65.0,0.0,6.286,372.868,0.0,21.176,11.012,0.0,1.065,1.33,142.0,24.14,498.0,84.661,,,417.0,70.891,49511.0,3685.0,8.457,0.629,3905.0,0.667,0.0686,14.6,tests performed,,,,,,,,,,,,,,72.22,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,,High
MYS,Asia,Malaysia,2020-04-05,3483.0,1163.0,166.143,57.0,30.0,4.286,100.388,33.52,4.789,1.643,0.865,0.124,1.04,84.0,2.475,1686.0,49.679,,,984.0,28.994,124826.0,8401.0,3.718,0.25,7379.0,0.22,0.0231,43.3,people tested,,,,,,,,,,,,,,78.7,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,33938216,,,,,Low
CZE,Europe,Czechia,2020-04-05,4504.0,1821.0,260.143,66.0,49.0,7.0,421.991,170.614,24.373,6.184,4.591,0.656,1.15,91.0,8.672,371.0,35.354,47.0,4.479,276.0,26.301,,,,,,,,,,,,,,,,,,,,,,,74.07,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,-1226.6001,-3.63,5.23,-116.47572,Medium
OWID_NIR,Europe,Northern Ireland,2020-04-05,,,,,,,,,,,,,,44.0,23.207,94.0,49.578,,,102.0,53.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896000,,,,,High
AUS,Oceania,Australia,2020-04-05,5635.0,1826.0,260.857,36.0,20.0,2.857,215.068,69.692,9.956,1.374,0.763,0.109,0.71,96.0,3.667,457.0,17.458,,,,,297240.0,9783.0,11.467,0.377,10532.0,0.406,0.0231,43.3,tests performed,,,,,,,,,,,,,,73.15,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,26177410,913.19995,2.21,7.48,35.574528,Low
PRT,Europe,Portugal,2020-04-05,10494.0,5045.0,720.714,356.0,206.0,29.429,1007.384,484.301,69.186,34.175,19.775,2.825,1.46,267.0,25.996,1084.0,105.541,,,,,123348.0,6716.0,11.987,0.653,8464.0,0.823,0.0897,11.1,tests performed,,,,,,,,,,,,,,82.41,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,10270857,-1192.6001,-3.3,18.65,-115.806816,High
FIN,Europe,Finland,2020-04-05,3452.0,769.0,109.857,189.0,65.0,9.286,619.827,138.078,19.725,33.936,11.671,1.667,1.28,76.0,13.717,209.0,37.721,,,,,34028.0,1647.0,6.147,0.298,1817.0,0.328,0.076,13.2,tests performed,,,,,,,,,,,,,,71.3,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,-754.80005,-4.73,1.07,-136.505,High
SVN,Europe,Slovenia,2020-04-05,1021.0,264.0,37.714,33.0,20.0,2.857,482.69,124.809,17.83,15.601,9.455,1.351,0.91,31.0,14.624,110.0,51.891,13.0,6.169,52.0,24.678,28253.0,489.0,13.331,0.231,986.0,0.465,0.039,25.6,tests performed,,,,,,,,,,,,,,89.81,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,2119843,-337.6,-5.24,-7.73,-159.42215,High
DNK,Europe,Denmark,2020-04-05,4077.0,1876.0,268.0,161.0,96.0,13.714,690.678,317.81,45.401,27.275,16.263,2.323,1.29,144.0,24.48,490.0,83.301,,,401.0,68.171,51698.0,2187.0,8.831,0.374,4032.0,0.689,0.0699,14.3,tests performed,,,,,,,,,,,,,,72.22,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,-1046.5997,-6.44,6.48,-179.6541,High
