iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,risk_level
ISR,Asia,Israel,2021-12-24,1355689.0,0.0,698.143,8245.0,0.0,1.857,148925.36,0.0,76.693,905.731,0.0,0.204,1.7,43.0,4.551,356.0,37.676,8.0,0.847,175.0,18.52,32969629.0,99065.0,3548.555,10.662,90887.0,9.782,0.014,71.4,people tested,16625268.0,6519685.0,5899296.0,4206287.0,17409.0,21131.0,175.95,69.0,62.43,44.52,2236.0,7931.0,0.084,48.96,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,,,,,Low
SRB,Europe,Serbia,2021-12-24,1281659.0,0.0,1222.286,12364.0,0.0,30.857,188723.02,0.0,179.98,1820.586,0.0,4.544,1.05,100.0,14.553,2149.0,312.739,,,,,7136798.0,14656.0,1038.601,2.133,13032.0,1.897,0.085,11.8,people tested,,,,,,9933.0,,,,,1446.0,1234.0,0.018,28.7,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,6871547,,,,,High
MYS,Asia,Malaysia,2021-12-24,2718955.0,0.0,3902.286,31092.0,0.0,30.429,78366.23,0.0,112.472,896.139,0.0,0.877,0.88,339.0,9.989,2692.0,79.321,,,2720.0,80.146,41078605.0,100062.0,1223.529,2.98,116770.0,3.478,0.0287,34.8,people tested,56877411.0,26016762.0,25636634.0,5423337.0,145044.0,141217.0,167.59,76.66,75.54,15.98,4161.0,2851.0,0.008,51.82,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,33938216,,,,,Medium
LUX,Europe,Luxembourg,2021-12-24,92855.0,0.0,419.0,629.0,0.0,1.143,142128.77,0.0,641.344,962.781,0.0,1.749,1.27,19.0,29.339,62.0,95.738,,,,,3800700.0,5006.0,5944.901,7.83,4237.0,6.627,0.102,9.8,tests performed,1045428.0,461291.0,,183332.0,3838.0,5135.0,161.43,71.23,,28.31,7929.0,503.0,0.078,45.65,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,647601,,,,,High
ZAF,Africa,South Africa,2021-12-24,3292609.0,0.0,23283.857,90345.0,0.0,32.714,52784.426,0.0,373.268,1448.337,0.0,0.524,0.92,592.0,9.884,9129.0,152.42,,,,,20980990.0,64079.0,353.261,1.079,56614.0,0.953,0.2942,3.4,people tested,27792388.0,18844628.0,15763189.0,,,42131.0,46.4,31.46,26.32,,703.0,25914.0,0.043,57.41,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884,,,,,High
PRT,Europe,Portugal,2021-12-24,1226108.0,0.0,4528.429,18795.0,0.0,17.857,117701.76,0.0,434.712,1804.249,0.0,1.714,1.5,149.0,14.507,864.0,84.122,,,,,25114814.0,260728.0,2440.677,25.338,207119.0,20.128,0.0347,28.8,tests performed,19614695.0,9383306.0,8520463.0,2750143.0,,40594.0,190.97,91.36,82.96,26.78,3952.0,1979.0,0.019,44.47,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,10270857,,,,,High
OWID_NIR,Europe,Northern Ireland,2021-12-24,,,,,,,,,,,,,,25.0,13.186,178.0,93.882,,,115.0,60.654,,,,,,,,,,3474000.0,1396280.0,1294510.0,783210.0,2785.0,19466.0,183.23,73.64,68.28,41.31,10267.0,682.0,0.036,,,,,,,,,,,,,,,,1896000,,,,,High
SWE,Europe,Sweden,2021-12-24,1258456.0,0.0,3422.571,15255.0,0.0,6.571,119997.72,0.0,326.353,1454.612,0.0,0.627,1.44,93.0,8.816,561.0,53.179,,,,,14818366.0,49555.0,1415.709,4.734,51672.0,4.937,0.062,16.1,tests performed,,,,,,45375.0,,,,,4301.0,3546.0,0.034,41.46,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,10549349,,,,,Medium
BOL,South America,Bolivia,2021-12-24,562638.0,0.0,1588.857,19408.0,0.0,14.714,46586.965,0.0,131.559,1607.001,0.0,1.218,1.38,121.0,9.898,931.0,76.161,,,,,2985129.0,9170.0,247.124,0.759,8397.0,0.695,0.2478,4.0,tests performed,9503944.0,5463883.0,4517005.0,506567.0,28391.0,32620.0,77.75,44.7,36.95,4.14,2668.0,16142.0,0.132,25.82,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,12224114,,,,,Medium
NLD,Europe,Netherlands,2021-12-24,3000516.0,0.0,13659.857,20787.0,0.0,41.714,167585.19,0.0,762.932,1160.998,0.0,2.33,0.9,472.0,26.873,1185.0,67.467,192.0,10.931,1194.0,67.98,21775963.0,52500.0,1244.22,3.0,53714.0,3.069,0.221,4.5,tests performed,26397645.0,12404990.0,11564281.0,3042857.0,,182178.0,150.29,70.63,65.84,17.32,10372.0,1323.0,0.008,63.89,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,17564020,,,,,High
CAN,North America,Canada,2021-12-24,1867700.0,0.0,5706.429,29742.0,0.0,18.857,48110.24,0.0,146.992,766.127,0.0,0.486,1.66,371.0,9.648,2018.0,52.478,,,,,51664665.0,178313.0,1354.073,4.673,146976.0,3.852,0.1131,8.8,tests performed,67173183.0,,29385242.0,6133785.0,357687.0,357236.0,174.68,,76.42,15.95,9290.0,34330.0,0.089,64.46,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328,,,,,Medium
GBR,Europe,United Kingdom,2021-12-24,11653043.0,0.0,86623.429,175304.0,0.0,125.143,170917.58,0.0,1270.524,2571.22,0.0,1.835,1.28,832.0,12.324,8419.0,124.709,,,8304.0,123.006,382826539.0,1661932.0,5689.962,24.701,1609482.0,23.922,0.0624,16.0,tests performed,131388389.0,51660466.0,47268067.0,32459856.0,194107.0,829227.0,194.62,76.52,70.02,48.08,12283.0,33416.0,0.049,41.29,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936,,,,,High
FIN,Europe,Finland,2021-12-24,270599.0,0.0,5207.571,1718.0,0.0,11.857,48587.62,0.0,935.05,308.477,0.0,2.129,1.45,59.0,10.648,294.0,53.061,,,,,8578413.0,20454.0,1549.571,3.695,25499.0,4.606,0.108,9.3,tests performed,9432679.0,,,963903.0,,40712.0,170.24,,,17.4,7348.0,59.0,0.001,33.36,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,,,,,Medium
OWID_SCT,Europe,Scotland,2021-12-24,,,,,,,,,,,,,,36.0,6.586,524.0,95.865,,,674.0,123.308,,,,,,,,,,,,,,,62899.0,,,,,11507.0,1299.0,0.024,,,,,,,,,,,,,,,,5466000,,,,,Medium
OWID_WLS,Europe,Wales,2021-12-24,,,,,,,,,,,,,,29.0,9.148,351.0,110.726,,,177.0,55.836,,,,,,,,,,6336964.0,2487015.0,2296647.0,1553302.0,13640.0,41659.0,199.9,78.45,72.45,49.0,13142.0,919.0,0.029,,,,,,,,,,,,,,,,3170000,,,,,Medium
OWID_ENG,Europe,England,2021-12-24,,,,,,,,,,,,,,742.0,13.121,7366.0,130.256,,,7338.0,129.761,,,,,,,,,,110351474.0,43398999.0,39670834.0,27281641.0,177682.0,706583.0,195.14,76.74,70.15,48.24,12495.0,30561.0,0.054,,,,,,,,,,,,,,,,56550000,,,,,High
AUS,Oceania,Australia,2021-12-24,266843.0,0.0,4498.429,2308.0,0.0,7.714,10184.464,0.0,171.689,88.088,0.0,0.294,1.94,167.0,6.38,906.0,34.61,,,,,53154261.0,321830.0,2050.618,12.416,290099.0,11.192,0.0218,45.8,tests performed,,,,,,146468.0,,,,,5595.0,13131.0,0.05,47.2,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,26177410,,,,,Medium
ITA,Europe,Italy,2021-12-24,5364852.0,0.0,22649.571,135544.0,0.0,111.286,89985.445,0.0,379.905,2273.499,0.0,1.867,1.56,1038.0,17.582,9850.0,166.843,629.0,10.654,5611.0,95.041,134168351.0,929775.0,2264.814,15.695,723379.0,12.211,0.0456,21.9,tests performed,108425829.0,48218561.0,44552365.0,17158631.0,237870.0,469930.0,183.66,81.67,75.46,29.06,7960.0,39164.0,0.066,53.57,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472,,,,,High
CYP,Europe,Cyprus,2021-12-24,144713.0,0.0,607.857,627.0,0.0,1.571,108694.31,0.0,456.563,470.941,0.0,1.18,1.45,28.0,31.25,168.0,187.499,,,,,18709939.0,123495.0,20881.465,137.828,92860.0,103.638,0.0083,120.9,tests performed,,,,,,11725.0,,,,,13086.0,653.0,0.073,43.95,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,,,,,High
SWE,Europe,Sweden,2021-12-25,1258456.0,0.0,3422.571,15255.0,0.0,6.571,119997.72,0.0,326.353,1454.612,0.0,0.627,1.46,94.0,8.911,572.0,54.221,,,,,14867921.0,49555.0,1420.444,4.734,50614.0,4.836,0.0633,15.8,tests performed,,,,,,39085.0,,,,,3705.0,3025.0,0.029,41.46,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,10549349,,,,,Medium
PRT,Europe,Portugal,2021-12-25,1226108.0,0.0,4528.429,18795.0,0.0,17.857,117701.76,0.0,434.712,1804.249,0.0,1.714,1.51,152.0,14.799,857.0,83.44,,,,,25162551.0,47737.0,2445.316,4.639,190891.0,18.551,0.0413,24.2,tests performed,,,,,,43546.0,,,,,4240.0,1987.0,0.019,53.7,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,10270857,,,,,High
OWID_WLS,Europe,Wales,2021-12-25,,,,,,,,,,,,,,32.0,10.095,338.0,106.625,,,188.0,59.306,,,,,,,,,,6336965.0,2487015.0,2296647.0,1553303.0,1.0,36210.0,199.9,78.45,72.45,49.0,11423.0,800.0,0.025,,,,,,,,,,,,,,,,3170000,,,,,Medium
GBR,Europe,United Kingdom,2021-12-25,11653043.0,0.0,86623.429,175304.0,0.0,125.143,170917.58,0.0,1270.524,2571.22,0.0,1.835,1.28,838.0,12.413,8210.0,121.614,,,8881.0,131.553,384016984.0,1190445.0,5707.655,17.694,1573273.0,23.384,0.0668,15.0,tests performed,131400741.0,51661421.0,47268984.0,32470336.0,12352.0,684587.0,194.64,76.53,70.02,48.1,10141.0,28077.0,0.042,41.29,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936,,,,,High
AUS,Oceania,Australia,2021-12-25,266843.0,0.0,4498.429,2308.0,0.0,7.714,10184.464,0.0,171.689,88.088,0.0,0.294,1.97,171.0,6.532,969.0,37.017,,,,,53454234.0,299973.0,2062.191,11.573,294758.0,11.371,0.0242,41.3,tests performed,,,,,,138296.0,,,,,5283.0,12225.0,0.047,47.2,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,26177410,,,,,Medium
DNK,Europe,Denmark,2021-12-25,617915.0,0.0,9573.571,3067.0,0.0,8.857,104679.94,0.0,1621.843,519.575,0.0,1.5,1.35,73.0,12.41,522.0,88.741,,,848.0,144.162,52605841.0,71502.0,8985.939,12.214,193958.0,33.131,0.056,17.9,tests performed,,,,,,71278.0,,,,,12117.0,4354.0,0.074,31.69,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,,,,,High
OWID_ENG,Europe,England,2021-12-25,,,,,,,,,,,,,,745.0,13.174,7166.0,126.72,,,7884.0,139.416,,,,,,,,,,110363822.0,43399954.0,39671750.0,27292118.0,12348.0,578824.0,195.16,76.75,70.15,48.26,10236.0,25678.0,0.045,,,,,,,,,,,,,,,,56550000,,,,,High
CAN,North America,Canada,2021-12-25,1867700.0,0.0,5706.429,29742.0,0.0,18.857,48110.24,0.0,146.992,766.127,0.0,0.486,1.64,371.0,9.648,2112.0,54.922,,,,,51845879.0,181214.0,1358.822,4.749,152017.0,3.984,0.1194,8.4,tests performed,67290029.0,31649467.0,29390929.0,6249633.0,116846.0,336108.0,174.99,82.3,76.43,16.25,8740.0,32143.0,0.084,64.46,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328,,,,,Medium
BOL,South America,Bolivia,2021-12-25,562638.0,0.0,1588.857,19408.0,0.0,14.714,46586.965,0.0,131.559,1607.001,0.0,1.218,1.39,122.0,9.98,956.0,78.206,,,,,2990154.0,5025.0,247.54,0.416,8167.0,0.676,0.1992,5.0,tests performed,9505960.0,5464907.0,4517803.0,506761.0,2016.0,30842.0,77.76,44.71,36.96,4.15,2523.0,15303.0,0.125,25.82,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,12224114,,,,,Medium
FIN,Europe,Finland,2021-12-25,270599.0,0.0,5207.571,1718.0,0.0,11.857,48587.62,0.0,935.05,308.477,0.0,2.129,1.47,59.0,10.648,294.0,53.061,,,,,8591793.0,13380.0,1551.988,2.417,24065.0,4.347,0.121,8.3,tests performed,,,,,,35037.0,,,,,6324.0,59.0,0.001,33.36,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,,,,,Medium
LUX,Europe,Luxembourg,2021-12-25,92855.0,0.0,419.0,629.0,0.0,1.143,142128.77,0.0,641.344,962.781,0.0,1.749,1.3,19.0,29.339,58.0,89.561,,,,,3801518.0,818.0,5946.18,1.279,3684.0,5.762,0.108,9.3,tests performed,1045445.0,461291.0,,183346.0,17.0,4517.0,161.43,71.23,,28.31,6975.0,421.0,0.065,45.65,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,647601,,,,,High
SRB,Europe,Serbia,2021-12-25,1281659.0,0.0,1222.286,12364.0,0.0,30.857,188723.02,0.0,179.98,1820.586,0.0,4.544,1.1,102.0,14.844,2116.0,307.936,,,,,7149667.0,12869.0,1040.474,1.873,13328.0,1.94,0.084,11.9,people tested,,,,,,9679.0,,,,,1409.0,1189.0,0.017,28.7,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,6871547,,,,,High
NLD,Europe,Netherlands,2021-12-25,3000516.0,0.0,13659.857,20787.0,0.0,41.714,167585.19,0.0,762.932,1160.998,0.0,2.33,0.93,453.0,25.791,1076.0,61.262,185.0,10.533,1151.0,65.532,21805925.0,29962.0,1245.932,1.712,51655.0,2.951,0.225,4.4,tests performed,,,,,,188987.0,,,,,10760.0,1318.0,0.008,63.89,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,17564020,,,,,High
MYS,Asia,Malaysia,2021-12-25,2718955.0,0.0,3902.286,31092.0,0.0,30.429,78366.23,0.0,112.472,896.139,0.0,0.877,0.89,324.0,9.547,2656.0,78.26,,,2628.0,77.435,41162003.0,83398.0,1226.013,2.484,115324.0,3.435,0.0279,35.8,people tested,56903808.0,26017384.0,25638075.0,5447764.0,26397.0,134399.0,167.67,76.66,75.54,16.05,3960.0,2742.0,0.008,51.82,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,33938216,,,,,Medium
OWID_NIR,Europe,Northern Ireland,2021-12-25,,,,,,,,,,,,,,28.0,14.768,179.0,94.409,,,117.0,61.709,,,,,,,,,,3474003.0,1396280.0,1294511.0,783212.0,3.0,17857.0,183.23,73.64,68.28,41.31,9418.0,599.0,0.032,,,,,,,,,,,,,,,,1896000,,,,,High
ISR,Asia,Israel,2021-12-25,1355689.0,0.0,698.143,8245.0,0.0,1.857,148925.36,0.0,76.693,905.731,0.0,0.204,1.75,42.0,4.445,362.0,38.311,7.0,0.741,178.0,18.838,33007437.0,37808.0,3552.625,4.069,91197.0,9.816,0.014,71.4,people tested,16633200.0,6523023.0,5901862.0,4208315.0,7932.0,21091.0,176.03,69.03,62.46,44.54,2232.0,7845.0,0.083,48.96,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,9449000,,,,,Low
ITA,Europe,Italy,2021-12-25,5364852.0,0.0,22649.571,135544.0,0.0,111.286,89985.445,0.0,379.905,2273.499,0.0,1.867,1.61,1071.0,18.141,9963.0,168.757,640.0,10.841,5852.0,99.123,135138103.0,969752.0,2281.184,16.37,762238.0,12.867,0.0483,20.7,tests performed,108462481.0,48220196.0,44554342.0,17191684.0,36652.0,397280.0,183.72,81.68,75.47,29.12,6729.0,31817.0,0.054,53.57,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472,,,,,High
CYP,Europe,Cyprus,2021-12-25,144713.0,0.0,607.857,627.0,0.0,1.571,108694.31,0.0,456.563,470.941,0.0,1.18,1.49,28.0,31.25,157.0,175.222,,,,,18726170.0,16231.0,20899.58,18.115,84343.0,94.132,0.0087,115.0,tests performed,,,,,,11039.0,,,,,12320.0,620.0,0.069,43.95,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,,,,,High
OWID_SCT,Europe,Scotland,2021-12-25,,,,,,,,,,,,,,33.0,6.037,527.0,96.414,,,692.0,126.601,,,,,,,,,,,,,,,54452.0,,,,,9962.0,1092.0,0.02,,,,,,,,,,,,,,,,5466000,,,,,Medium
ZAF,Africa,South Africa,2021-12-25,3292609.0,0.0,23283.857,90345.0,0.0,32.714,52784.426,0.0,373.268,1448.337,0.0,0.524,0.89,593.0,9.901,9114.0,152.169,,,9823.0,164.007,21038633.0,57643.0,354.232,0.971,56886.0,0.958,0.2896,3.5,people tested,,,,,,41138.0,,,,,687.0,25237.0,0.042,57.41,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884,,,,,High
AUS,Oceania,Australia,2021-12-26,366607.0,99764.0,14252.0,2377.0,69.0,9.857,13992.106,3807.643,543.949,90.722,2.633,0.376,2.02,179.0,6.838,1000.0,38.201,,,,,53697393.0,243159.0,2071.572,9.381,291304.0,11.238,0.0274,36.5,tests performed,42203960.0,20410720.0,19699622.0,2093618.0,,136082.0,161.22,77.97,75.25,8.0,5198.0,11730.0,0.045,47.19,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,26177410,1546.4001,0.47,12.05,59.65798,Medium
OWID_SCT,Europe,Scotland,2021-12-26,,,,,,,,,,,,,,35.0,6.403,528.0,96.597,,,755.0,138.127,,,,,,,,,,,,,,,46807.0,,,,,8563.0,1001.0,0.018,,,,,,,,,,,,,,,,5466000,,,,,Medium
SWE,Europe,Sweden,2021-12-26,1286608.0,28152.0,4021.714,15302.0,47.0,6.714,122682.09,2684.381,383.483,1459.094,4.482,0.64,1.48,95.0,9.005,581.0,55.074,,,,,14917476.0,49555.0,1425.178,4.734,49555.0,4.734,0.0647,15.5,tests performed,17617810.0,7593376.0,7256183.0,,,32795.0,167.0,71.98,68.78,,3109.0,2504.0,0.024,41.43,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,10549349,9791.5,5.46,6.96,935.4553,Medium
OWID_WLS,Europe,Wales,2021-12-26,,,,,,,,,,,,,,33.0,10.41,366.0,115.457,,,191.0,60.252,,,,,,,,,,,,,,,31221.0,,,,,9849.0,647.0,0.02,,,,,,,,,,,,,,,,3170000,,,,,Medium
ITA,Europe,Italy,2021-12-26,5622431.0,257579.0,36797.0,136530.0,986.0,140.857,94305.86,4320.41,617.201,2290.038,16.538,2.363,1.66,1089.0,18.446,10309.0,174.618,647.0,10.959,6128.0,103.798,135355155.0,217052.0,2284.848,3.664,712346.0,12.025,0.0518,19.3,tests performed,108646054.0,48237208.0,44561834.0,17350779.0,183573.0,373391.0,184.03,81.71,75.48,29.39,6325.0,28833.0,0.049,53.57,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472,167105.89,13.05,13.96,2820.8127,High
OWID_NIR,Europe,Northern Ireland,2021-12-26,,,,,,,,,,,,,,25.0,13.186,185.0,97.574,,,124.0,65.401,,,,,,,,,,3476927.0,1396406.0,1294604.0,785917.0,2924.0,16000.0,183.38,73.65,68.28,41.45,8439.0,538.0,0.028,,,,,,,,,,,,,,,,1896000,,,,,High
MYS,Asia,Malaysia,2021-12-26,2741179.0,22224.0,3174.857,31334.0,242.0,34.571,79006.77,640.544,91.506,903.114,6.975,0.996,0.9,306.0,9.016,2668.0,78.613,,,2627.0,77.405,41248304.0,86301.0,1228.583,2.57,114519.0,3.411,0.0277,36.1,people tested,56969794.0,26018323.0,25639641.0,5511304.0,65986.0,132191.0,167.86,76.66,75.55,16.24,3895.0,2642.0,0.008,51.82,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,33938216,,,,,Medium
BOL,South America,Bolivia,2021-12-26,575247.0,12609.0,1801.286,19530.0,122.0,17.429,47631.004,1044.037,149.148,1617.103,10.102,1.443,1.4,124.0,10.144,973.0,79.597,,,,,2995030.0,4876.0,247.944,0.404,8235.0,0.682,0.2057,4.9,tests performed,9509864.0,5466996.0,4519015.0,507364.0,3904.0,29106.0,77.8,44.72,36.97,4.15,2381.0,14182.0,0.116,25.82,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,12224114,,,,,Medium
NLD,Europe,Netherlands,2021-12-26,3085502.0,84986.0,12140.857,20960.0,173.0,24.714,172331.84,4746.648,678.093,1170.66,9.662,1.38,0.97,454.0,25.848,1068.0,60.806,182.0,10.362,1126.0,64.108,21834392.0,28467.0,1247.559,1.627,49532.0,2.83,0.234,4.3,tests performed,,,,,,195796.0,,,,,11148.0,1313.0,0.007,63.89,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,17564020,28431.404,9.19,18.94,1624.4943,High
ROU,Europe,Romania,2021-12-26,1802396.0,4690.0,670.0,58536.0,393.0,56.143,94037.516,244.694,34.956,3054.035,20.504,2.929,1.04,453.0,23.043,2506.0,127.472,,,,,,,,,32302.0,1.671,0.0201,49.8,tests performed,15724114.0,,7776873.0,,3218.0,17616.0,79.98,,39.56,,896.0,3321.0,0.017,56.48,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,19659270,106341.9,20.31,8.99,5501.802,High
FIN,Europe,Finland,2021-12-26,322835.0,52236.0,7462.286,1836.0,118.0,16.857,57966.9,9379.277,1339.897,329.664,21.188,3.027,1.51,59.0,10.648,294.0,53.061,,,,,8608001.0,16208.0,1554.916,2.928,24218.0,4.375,0.129,7.8,tests performed,9434480.0,,,965405.0,,29363.0,170.27,,,17.42,5299.0,59.0,0.001,33.36,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,2844.9001,2.59,10.7,513.8926,Medium
SRB,Europe,Serbia,2021-12-26,1289493.0,7834.0,1119.143,12568.0,204.0,29.143,189876.55,1153.549,164.793,1850.625,30.039,4.291,1.16,99.0,14.407,2074.0,301.824,,,,,7158932.0,9265.0,1041.822,1.348,13484.0,1.962,0.0848,11.8,people tested,8218178.0,3306626.0,3202009.0,1709543.0,,9426.0,119.6,48.12,46.6,24.88,1372.0,1145.0,0.017,28.7,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,6871547,,,,,High
GBR,Europe,United Kingdom,2021-12-26,12574779.0,921736.0,131676.571,176159.0,855.0,122.143,184436.86,13519.291,1931.327,2583.76,12.54,1.791,1.28,851.0,12.606,8615.0,127.613,,,9402.0,139.27,385364199.0,1347215.0,5727.679,20.024,1545882.0,22.976,0.0714,14.0,tests performed,131427743.0,51663356.0,47271068.0,32493319.0,27002.0,557084.0,194.68,76.53,70.02,48.13,8252.0,23617.0,0.035,44.07,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,67508936,136447.2,11.22,10.98,2028.0187,High
ZAF,Africa,South Africa,2021-12-26,3407937.0,115328.0,16475.429,90773.0,428.0,61.143,54633.27,1848.845,264.121,1455.199,6.861,0.98,0.86,636.0,10.619,8990.0,150.099,,,,,21059203.0,20570.0,354.578,0.346,52627.0,0.886,0.2863,3.5,people tested,27794896.0,18846402.0,15764673.0,,,40145.0,46.41,31.47,26.32,,670.0,24559.0,0.041,57.41,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,59893884,239183.83,22.97,30.73,4027.1887,High
CAN,North America,Canada,2021-12-26,1961723.0,94023.0,13431.857,29851.0,109.0,15.571,50532.184,2421.946,345.992,768.934,2.808,0.401,1.62,372.0,9.674,2270.0,59.031,,,,,52022712.0,176833.0,1363.457,4.635,157006.0,4.115,0.1245,8.0,tests performed,67304053.0,31649977.0,29391202.0,6262874.0,14024.0,307914.0,175.02,82.31,76.43,16.29,8007.0,27529.0,0.072,64.46,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328,24852.2,4.2,8.18,651.3482,Medium
OWID_ENG,Europe,England,2021-12-26,,,,,,,,,,,,,,758.0,13.404,7536.0,133.263,,,8332.0,147.339,,,,,,,,,,110387900.0,43401763.0,39673741.0,27312396.0,24078.0,469031.0,195.2,76.75,70.16,48.3,8294.0,21608.0,0.038,,,,,,,,,,,,,,,,56550000,,,,,High
